QuestionPublicKey,optionKey,optionText
STEAM_256,C,nitric acid
STEAM_256,D,sulfuric acid
STEAM_257,A,ammonium hydroxide
STEAM_257,B,magnesium hydroxide
STEAM_257,C,sodium hydroxide
STEAM_257,D,calcium hydroxide
STEAM_258,A,sodium chloride
STEAM_258,B,calcium sulphate
STEAM_258,C,potassium chloride
STEAM_258,D,sodium bicarbonate
STEAM_259,A,water
STEAM_259,B,helium
STEAM_259,C,nitrogen
STEAM_259,D,sand
STEAM_260,A,filtration
STEAM_260,B,sieving only
STEAM_260,C,magnetic separation
STEAM_260,D,evaporation
STEAM_261,A,distillation
STEAM_261,B,filtration
STEAM_261,C,magnetisation
STEAM_261,D,sedimentation
STEAM_262,A,sublimation
STEAM_262,B,condensation only
STEAM_262,C,evaporation
STEAM_262,D,chromatography
STEAM_263,A,methyl orange
STEAM_263,B,litmus
STEAM_263,C,universal indicator
STEAM_263,D,phenolphthalein
STEAM_264,A,alkali metals
STEAM_264,B,halogens
STEAM_264,C,noble gases
STEAM_264,D,alkaline earth metals
STEAM_265,A,neutron
STEAM_265,B,electron
STEAM_265,C,nucleon
STEAM_265,D,proton
STEAM_266,A,electrons and protons
STEAM_266,B,electrons only
STEAM_266,C,neutrons and electrons
STEAM_266,D,protons and neutrons
STEAM_267,A,melting of ice
STEAM_267,B,burning of paper
STEAM_267,C,curdling of milk
STEAM_267,D,rusting of iron
STEAM_268,A,melting wax without burning
STEAM_268,B,cutting paper
STEAM_268,C,burning of magnesium ribbon
STEAM_268,D,dissolving sugar in water
STEAM_269,A,10 J
STEAM_269,B,7 J
STEAM_269,C,20 J
STEAM_269,D,2.5 J
STEAM_270,A,30 J
STEAM_270,B,13 J
STEAM_270,C,60 J
STEAM_270,D,3.33333 J
STEAM_271,A,24 J
STEAM_271,B,5 J
STEAM_271,C,80 J
STEAM_271,D,160 J
STEAM_272,A,50 J
STEAM_272,B,27 J
STEAM_272,C,12.5 J
STEAM_272,D,100 J
STEAM_273,A,55 J
STEAM_273,B,500 J
STEAM_273,C,250 J
STEAM_273,D,10 J
STEAM_274,A,180 J
STEAM_274,B,90 J
STEAM_274,C,2.5 J
STEAM_274,D,21 J
STEAM_275,A,43 J
STEAM_275,B,120 J
STEAM_275,C,240 J
STEAM_275,D,13.3333 J
STEAM_276,A,120 J
STEAM_276,B,30 J
STEAM_276,C,240 J
STEAM_276,D,62 J
STEAM_277,A,600 J
STEAM_277,B,79 J
STEAM_277,C,300 J
STEAM_277,D,18.75 J
STEAM_278,A,20 W
STEAM_278,B,1000 W
STEAM_278,C,10 W
STEAM_278,D,5 W
STEAM_279,A,10 W
STEAM_279,B,5 W
STEAM_279,C,4000 W
STEAM_279,D,20 W
STEAM_280,A,4500 W
STEAM_280,B,20 W
STEAM_280,C,15 W
STEAM_280,D,30 W
STEAM_281,A,40 W
STEAM_281,B,50 W
STEAM_281,C,35 W
STEAM_281,D,4000 W
STEAM_282,A,20 W
STEAM_282,B,30 W
STEAM_282,C,12500 W
STEAM_282,D,15 W
STEAM_283,A,30 W
STEAM_283,B,15 W
STEAM_283,C,18000 W
STEAM_283,D,20 W
STEAM_284,A,50 W
STEAM_284,B,45 W
STEAM_284,C,11250 W
STEAM_284,D,60 W
STEAM_285,A,40 W
STEAM_285,B,25 W
STEAM_285,C,27000 W
STEAM_285,D,30 W
STEAM_286,A,30 W
STEAM_286,B,20 W
STEAM_286,C,50000 W
STEAM_286,D,15 W
STEAM_287,A,20 W
STEAM_287,B,15 W
STEAM_287,C,30 W
STEAM_287,D,72000 W
STEAM_288,A,5 Pa
STEAM_288,B,20 Pa
STEAM_288,C,10 Pa
STEAM_288,D,3 Pa
STEAM_289,A,10 Pa
STEAM_289,B,80 Pa
STEAM_289,C,3 Pa
STEAM_289,D,5 Pa
STEAM_290,A,10 Pa
STEAM_290,B,15 Pa
STEAM_290,C,8 Pa
STEAM_290,D,250 Pa
STEAM_291,A,1000 Pa
STEAM_291,B,15 Pa
STEAM_291,C,10 Pa
STEAM_291,D,8 Pa
STEAM_292,A,23 Pa
STEAM_292,B,25 Pa
STEAM_292,C,30 Pa
STEAM_292,D,225 Pa
STEAM_293,A,720 Pa
STEAM_293,B,20 Pa
STEAM_293,C,18 Pa
STEAM_293,D,25 Pa
STEAM_294,A,4000 Pa
STEAM_294,B,15 Pa
STEAM_294,C,10 Pa
STEAM_294,D,8 Pa
STEAM_295,A,15 Pa
STEAM_295,B,8 Pa
STEAM_295,C,810 Pa
STEAM_295,D,10 Pa
STEAM_296,A,20 Pa
STEAM_296,B,25 Pa
STEAM_296,C,18 Pa
STEAM_296,D,1280 Pa
STEAM_297,A,20 Pa
STEAM_297,B,18 Pa
STEAM_297,C,4500 Pa
STEAM_297,D,25 Pa
STEAM_298,A,vitamin D
STEAM_298,B,vitamin C
STEAM_298,C,vitamin A
STEAM_298,D,vitamin K
STEAM_299,A,vitamin B12
STEAM_299,B,vitamin K
STEAM_299,C,vitamin C
STEAM_299,D,vitamin A
STEAM_300,A,calcium
STEAM_300,B,sodium
STEAM_300,C,iron
STEAM_300,D,iodine
STEAM_301,A,calcium
STEAM_301,B,chlorine
STEAM_301,C,iron
STEAM_301,D,potassium
STEAM_302,A,MMR
STEAM_302,B,OPV
STEAM_302,C,DPT
STEAM_302,D,BCG
STEAM_303,A,housefly
STEAM_303,B,Aedes mosquito
STEAM_303,C,female Anopheles mosquito
STEAM_303,D,rat flea
STEAM_304,A,plumule
STEAM_304,B,cotyledon
STEAM_304,C,radicle
STEAM_304,D,testa
STEAM_305,A,radicle
STEAM_305,B,stigma
STEAM_305,C,plumule
STEAM_305,D,anther
STEAM_306,A,lymph vessel
STEAM_306,B,artery
STEAM_306,C,capillary
STEAM_306,D,vein
STEAM_307,A,capillary
STEAM_307,B,artery
STEAM_307,C,vein
STEAM_307,D,tracheid
STEAM_308,A,left atrium
STEAM_308,B,right ventricle
STEAM_308,C,right atrium
STEAM_308,D,left ventricle
STEAM_309,A,left ventricle
STEAM_309,B,right atrium
STEAM_309,C,left atrium
STEAM_309,D,right ventricle
STEAM_310,A,stomach
STEAM_310,B,oesophagus
STEAM_310,C,large intestine
STEAM_310,D,mouth
STEAM_311,A,ribosome
STEAM_311,B,mitochondrion
STEAM_311,C,chloroplast
STEAM_311,D,lysosome
STEAM_312,A,pollination
STEAM_312,B,photosynthesis
STEAM_312,C,transpiration
STEAM_312,D,cellular respiration
STEAM_313,A,germination
STEAM_313,B,digestion
STEAM_313,C,fertilisation
STEAM_313,D,transpiration
STEAM_314,A,oxygen
STEAM_314,B,carbon dioxide
STEAM_314,C,nitrogen
STEAM_314,D,ozone
STEAM_315,A,cochlea
STEAM_315,B,retina
STEAM_315,C,cerebrum
STEAM_315,D,spinal cord
STEAM_316,A,ear
STEAM_316,B,eye
STEAM_316,C,tongue
STEAM_316,D,skin
STEAM_317,A,nephrons
STEAM_317,B,villi
STEAM_317,C,alveoli
STEAM_317,D,taste buds
STEAM_318,A,5%
STEAM_318,B,5.26316%
STEAM_318,C,3%
STEAM_318,D,10%
STEAM_319,A,11.1111%
STEAM_319,B,8%
STEAM_319,C,15%
STEAM_319,D,10%
STEAM_320,A,10%
STEAM_320,B,8%
STEAM_320,C,15%
STEAM_320,D,11.1111%
STEAM_321,A,23%
STEAM_321,B,25%
STEAM_321,C,30%
STEAM_321,D,33.3333%
STEAM_322,A,11.1111%
STEAM_322,B,15%
STEAM_322,C,10%
STEAM_322,D,8%
STEAM_323,A,15%
STEAM_323,B,11.1111%
STEAM_323,C,10%
STEAM_323,D,8%
STEAM_324,A,15%
STEAM_324,B,11.1111%
STEAM_324,C,8%
STEAM_324,D,10%
STEAM_325,A,Plantae
STEAM_325,B,Fungi
STEAM_325,C,Monera
STEAM_325,D,Protista
STEAM_326,A,Plantae
STEAM_326,B,Fungi
STEAM_326,C,Monera
STEAM_326,D,Protista
STEAM_327,A,Monera
STEAM_327,B,Plantae
STEAM_327,C,Fungi
STEAM_327,D,Protista
STEAM_328,A,Fungi
STEAM_328,B,Protista
STEAM_328,C,Plantae
STEAM_328,D,Monera
STEAM_329,A,Fungi
STEAM_329,B,Monera
STEAM_329,C,Protista
STEAM_329,D,Animalia
STEAM_330,A,Protista
STEAM_330,B,Fungi
STEAM_330,C,Plantae
STEAM_330,D,Monera
STEAM_331,A,Protista
STEAM_331,B,Fungi
STEAM_331,C,Plantae
STEAM_331,D,Monera
STEAM_332,A,Fungi
STEAM_332,B,Monera
STEAM_332,C,Protista
STEAM_332,D,Plantae
STEAM_333,A,Protista
STEAM_333,B,Plantae
STEAM_333,C,Monera
STEAM_333,D,Fungi
STEAM_334,A,Fungi
STEAM_334,B,Protista
STEAM_334,C,Monera
STEAM_334,D,Animalia
STEAM_335,A,higher pressure raises the boiling point of water
STEAM_335,B,lower pressure freezes water
STEAM_335,C,food becomes weightless
STEAM_335,D,steam removes all heat
STEAM_336,A,refraction of light
STEAM_336,B,evaporation
STEAM_336,C,reflection only
STEAM_336,D,magnetism
STEAM_337,A,light travels faster than sound
STEAM_337,B,clouds block sound completely
STEAM_337,C,rain reflects light
STEAM_337,D,sound travels faster than light
STEAM_338,A,to reduce electric current
STEAM_338,B,to increase gravity
STEAM_338,C,to stop condensation
STEAM_338,D,to allow thermal expansion
STEAM_339,A,it reacts vigorously with air and water
STEAM_339,B,it dissolves in kerosene
STEAM_339,C,it is magnetic
STEAM_339,D,it is a noble gas
STEAM_340,A,it turns into salt
STEAM_340,B,it is highly flammable
STEAM_340,C,it does not support combustion
STEAM_340,D,it increases oxygen supply
STEAM_341,A,they are gases
STEAM_341,B,they are non-metals
STEAM_341,C,they are very unreactive
STEAM_341,D,they dissolve easily in water
STEAM_342,A,melting of copper
STEAM_342,B,formation of basic copper carbonate
STEAM_342,C,formation of sodium chloride
STEAM_342,D,evaporation of copper
STEAM_343,A,to produce bile
STEAM_343,B,to filter urine
STEAM_343,C,to absorb digested nutrients efficiently
STEAM_343,D,to crush food
STEAM_344,A,to absorb sound
STEAM_344,B,to reduce water loss
STEAM_344,C,to attract soil bacteria
STEAM_344,D,to increase transpiration
STEAM_345,A,it receives air directly
STEAM_345,B,it filters blood
STEAM_345,C,it stores bile
STEAM_345,D,it pumps blood to the whole body
STEAM_346,A,they create sunlight
STEAM_346,B,they recycle nutrients
STEAM_346,C,they produce all oxygen
STEAM_346,D,they stop photosynthesis
STEAM_347,A,nephrons
STEAM_347,B,alveoli
STEAM_347,C,stomata
STEAM_347,D,villi
STEAM_348,A,xylem
STEAM_348,B,stomata only
STEAM_348,C,moist skin
STEAM_348,D,kidney
STEAM_349,A,living organisms interacting with non-living surroundings
STEAM_349,B,a sequence showing transfer of food energy
STEAM_349,C,a feature that helps survival
STEAM_349,D,the natural home of an organism
STEAM_350,A,two or more atoms chemically bonded
STEAM_350,B,pure substance made of two or more elements chemically combined
STEAM_350,C,smallest unit of an element that retains its properties
STEAM_350,D,pure substance made of one kind of atom
STEAM_351,A,6 m
STEAM_351,B,5 m
STEAM_351,C,1 m
STEAM_351,D,1.5 m
STEAM_352,A,9 g/cm³
STEAM_352,B,0.5 g/cm³
STEAM_352,C,20 g/cm³
STEAM_352,D,0.8 g/cm³
STEAM_353,A,it can be separated by physical methods
STEAM_353,B,it is always a pure compound
STEAM_353,C,it cannot be separated
STEAM_353,D,it has a fixed chemical formula
STEAM_354,A,it turns blue
STEAM_354,B,it turns green permanently
STEAM_354,C,it becomes colourless
STEAM_354,D,it turns red
STEAM_355,A,it produces oxygen
STEAM_355,B,it turns red
STEAM_355,C,it turns black
STEAM_355,D,it turns blue
STEAM_356,A,alveoli
STEAM_356,B,villi
STEAM_356,C,nephrons
STEAM_356,D,stomata
STEAM_357,A,a feature that helps survival
STEAM_357,B,the natural home of an organism
STEAM_357,C,living organisms interacting with non-living surroundings
STEAM_357,D,a sequence showing transfer of food energy
STEAM_358,A,two or more atoms chemically bonded
STEAM_358,B,pure substance made of one kind of atom
STEAM_358,C,pure substance made of two or more elements chemically combined
STEAM_358,D,smallest unit of an element that retains its properties
STEAM_359,A,14 m
STEAM_359,B,40 m
STEAM_359,C,6 m
STEAM_359,D,2.5 m
STEAM_360,A,30 g/cm³
STEAM_360,B,2 g/cm³
STEAM_360,C,200 g/cm³
STEAM_360,D,1 g/cm³
STEAM_361,A,it has a fixed chemical formula
STEAM_361,B,it can be separated by physical methods
STEAM_361,C,it is always a pure compound
STEAM_361,D,it cannot be separated
STEAM_362,A,it produces oxygen
STEAM_362,B,it turns black
STEAM_362,C,it turns red
STEAM_362,D,it turns blue
STEAM_363,A,stomata only
STEAM_363,B,xylem
STEAM_363,C,kidney
STEAM_363,D,skin and lungs
STEAM_364,A,2 m
STEAM_364,B,1.66667 m
STEAM_364,C,8 m
STEAM_364,D,15 m
STEAM_365,A,20 g/cm³
STEAM_365,B,4 g/cm³
STEAM_365,C,12 g/cm³
STEAM_365,D,5 g/cm³
STEAM_366,A,it cannot be separated
STEAM_366,B,it is always a pure compound
STEAM_366,C,it can be separated by physical methods
STEAM_366,D,it has a fixed chemical formula
STEAM_367,A,it becomes colourless
STEAM_367,B,it turns red
STEAM_367,C,it turns green permanently
STEAM_367,D,it turns blue
STEAM_368,A,it turns red
STEAM_368,B,it turns blue
STEAM_368,C,it turns black
STEAM_368,D,it produces oxygen
STEAM_369,A,stomata
STEAM_369,B,nephrons
STEAM_369,C,villi
STEAM_369,D,alveoli
STEAM_370,A,stomata only
STEAM_370,B,kidney
STEAM_370,C,xylem
STEAM_370,D,lungs
STEAM_371,A,the natural home of an organism
STEAM_371,B,a sequence showing transfer of food energy
STEAM_371,C,living organisms interacting with non-living surroundings
STEAM_371,D,variety of living organisms in an area
STEAM_372,A,two or more atoms chemically bonded
STEAM_372,B,smallest unit of an element that retains its properties
STEAM_372,C,pure substance made of one kind of atom
STEAM_372,D,pure substance made of two or more elements chemically combined
STEAM_373,A,0.5 g/cm³
STEAM_373,B,22 g/cm³
STEAM_373,C,1.2 g/cm³
STEAM_373,D,120 g/cm³
STEAM_374,A,it can be separated by physical methods
STEAM_374,B,it cannot be separated
STEAM_374,C,it is always a pure compound
STEAM_374,D,it has a fixed chemical formula
STEAM_375,A,it turns blue
STEAM_375,B,it becomes colourless
STEAM_375,C,it turns red
STEAM_375,D,it turns green permanently
STEAM_376,A,stomata
STEAM_376,B,alveoli
STEAM_376,C,villi
STEAM_376,D,nephrons
STEAM_377,A,kidney
STEAM_377,B,stomata only
STEAM_377,C,xylem
STEAM_377,D,tracheal system
STEAM_378,A,a feature that helps survival
STEAM_378,B,the natural home of an organism
STEAM_378,C,a sequence showing transfer of food energy
STEAM_378,D,living organisms interacting with non-living surroundings
STEAM_379,A,7 m
STEAM_379,B,0.75 m
STEAM_379,C,12 m
STEAM_379,D,1 m
STEAM_380,A,60 g/cm³
STEAM_380,B,3.75 g/cm³
STEAM_380,C,19 g/cm³
STEAM_380,D,2.75 g/cm³
STEAM_381,A,it turns red
STEAM_381,B,it turns green permanently
STEAM_381,C,it becomes colourless
STEAM_381,D,it turns blue
STEAM_382,A,smallest unit of an element that retains its properties
STEAM_382,B,pure substance made of two or more elements chemically combined
STEAM_382,C,pure substance made of one kind of atom
STEAM_382,D,two or more atoms chemically bonded
STEAM_383,A,9 m
STEAM_383,B,1 m
STEAM_383,C,0.8 m
STEAM_383,D,20 m
STEAM_384,A,0.4 g/cm³
STEAM_384,B,14 g/cm³
STEAM_384,C,0.5 g/cm³
STEAM_384,D,40 g/cm³
STEAM_385,A,weight
STEAM_385,B,speed
STEAM_385,C,mass
STEAM_385,D,density
STEAM_386,A,potential difference
STEAM_386,B,current
STEAM_386,C,resistance
STEAM_386,D,frequency
STEAM_387,A,valency only
STEAM_387,B,atomic number
STEAM_387,C,mass number
STEAM_387,D,molecular mass
STEAM_388,A,emulsion only
STEAM_388,B,compound only
STEAM_388,C,suspension only
STEAM_388,D,solution
STEAM_389,A,germination
STEAM_389,B,transpiration
STEAM_389,C,respiration
STEAM_389,D,photosynthesis
STEAM_390,A,organism
STEAM_390,B,atom
STEAM_390,C,tissue
STEAM_390,D,ecosystem
STEAM_391,A,mass
STEAM_391,B,weight
STEAM_391,C,density
STEAM_391,D,speed
STEAM_392,A,resistance
STEAM_392,B,current
STEAM_392,C,frequency
STEAM_392,D,potential difference
STEAM_393,A,valency only
STEAM_393,B,molecular mass
STEAM_393,C,atomic number
STEAM_393,D,mass number
STEAM_394,A,emulsion only
STEAM_394,B,solution
STEAM_394,C,suspension only
STEAM_394,D,compound only
STEAM_395,A,germination
STEAM_395,B,transpiration
STEAM_395,C,respiration
STEAM_395,D,photosynthesis
STEAM_396,A,ecosystem
STEAM_396,B,atom
STEAM_396,C,tissue
STEAM_396,D,organism
STEAM_397,A,weight
STEAM_397,B,speed
STEAM_397,C,density
STEAM_397,D,mass
STEAM_398,A,resistance
STEAM_398,B,frequency
STEAM_398,C,current
STEAM_398,D,potential difference
STEAM_399,A,valency only
STEAM_399,B,mass number
STEAM_399,C,atomic number
STEAM_399,D,molecular mass
STEAM_400,A,emulsion only
STEAM_400,B,compound only
STEAM_400,C,suspension only
STEAM_400,D,solution
